Ticker_gse,Stock Name_gse,Value_gse,Date Value_gse,yearQuar_gse,DOW JONES COMPOSITE AVERAGE,DOW JONES INDUSTRIAL AVERAGE,DOW JONES TRANSPORTATION AVERAGE,DOW JONES UTILITY AVERAGE,S&P 500,GROCERY AND PHARMACY PERCENT CHANGE FROM BASELINE,PARKS PERCENT CHANGE FROM BASELINE,RESIDENTIAL PERCENT CHANGE FROM BASELINE,RETAIL AND RECREATION PERECENT CHANGE FROM BASELINE,TRANSIT STATIONS PERCENT CHANGE FROM BASELINE,WORKPLACES PERCENT CHANGE FROM BASELINE,Value_jodi,month,year,COAL PRODUCTION TOTAL U.S._shortene,U.S. CRUDE OIL PRODUCTION_shortene,U.S. TOTAL ENERGY CONSUMPTION_shortene,LONG-TERM INTEREST RATES_interates,SHORT-TERM INTEREST RATES_interates,SINGAPORE JET KERO VS SINGAPORE GASOIL SWAP_enerfutup,BRENT CRUDE OIL (DOLLARS PER BARREL),WTI CRUDE OIL (DOLLARS PER BARREL),Polarity
VLO,VALERO ENERGY CORPORATION,78.95,1/14/2019,2019Q1,7893.62,23909.84,9630.92,695.08,2582.61,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.43,58.8,50.31,-0.175331567
XOM,EXXON MOBIL CORPORATION,71.63,1/14/2019,2019Q1,7893.62,23909.84,9630.92,695.08,2582.61,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.43,58.8,50.31,-0.175331567
MPC,MARATHON PETROLEUM CORPORATION,64.88,1/14/2019,2019Q1,7893.62,23909.84,9630.92,695.08,2582.61,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.43,58.8,50.31,-0.175331567
OXY,OCCIDENTAL PETROLEUM CORPORATION,65.58,1/14/2019,2019Q1,7893.62,23909.84,9630.92,695.08,2582.61,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.43,58.8,50.31,-0.175331567
CVX,CHEVRON CORPORATION,111.72,1/14/2019,2019Q1,7893.62,23909.84,9630.92,695.08,2582.61,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.43,58.8,50.31,-0.175331567
PSX,PHILLIPS 66,92.83,1/14/2019,2019Q1,7893.62,23909.84,9630.92,695.08,2582.61,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.43,58.8,50.31,-0.175331567
COP,CONOCOPHILLIPS,65.61,1/14/2019,2019Q1,7893.62,23909.84,9630.92,695.08,2582.61,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.43,58.8,50.31,-0.175331567
MRO,MARATHON OIL CORPORATION,15.83,1/14/2019,2019Q1,7893.62,23909.84,9630.92,695.08,2582.61,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.43,58.8,50.31,-0.175331567
BP,BP P.L.C.,40.42,1/14/2019,2019Q1,7893.62,23909.84,9630.92,695.08,2582.61,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.43,58.8,50.31,-0.175331567
PXD,PIONEER NATURAL RESOURCES COMPANY,142.89,1/14/2019,2019Q1,7893.62,23909.84,9630.92,695.08,2582.61,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.43,58.8,50.31,-0.175331567
VLO,VALERO ENERGY CORPORATION,78.47,1/11/2019,2019Q1,7940.44,23995.95,9625.25,713.86,2596.26,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.77,59.24,51.44,-0.172097979
XOM,EXXON MOBIL CORPORATION,71.72,1/11/2019,2019Q1,7940.44,23995.95,9625.25,713.86,2596.26,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.77,59.24,51.44,-0.172097979
MPC,MARATHON PETROLEUM CORPORATION,64.87,1/11/2019,2019Q1,7940.44,23995.95,9625.25,713.86,2596.26,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.77,59.24,51.44,-0.172097979
OXY,OCCIDENTAL PETROLEUM CORPORATION,66.22,1/11/2019,2019Q1,7940.44,23995.95,9625.25,713.86,2596.26,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.77,59.24,51.44,-0.172097979
CVX,CHEVRON CORPORATION,112.54,1/11/2019,2019Q1,7940.44,23995.95,9625.25,713.86,2596.26,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.77,59.24,51.44,-0.172097979
PSX,PHILLIPS 66,92.69,1/11/2019,2019Q1,7940.44,23995.95,9625.25,713.86,2596.26,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.77,59.24,51.44,-0.172097979
COP,CONOCOPHILLIPS,66.39,1/11/2019,2019Q1,7940.44,23995.95,9625.25,713.86,2596.26,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.77,59.24,51.44,-0.172097979
MRO,MARATHON OIL CORPORATION,16.11,1/11/2019,2019Q1,7940.44,23995.95,9625.25,713.86,2596.26,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.77,59.24,51.44,-0.172097979
BP,BP P.L.C.,40.24,1/11/2019,2019Q1,7940.44,23995.95,9625.25,713.86,2596.26,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.77,59.24,51.44,-0.172097979
PXD,PIONEER NATURAL RESOURCES COMPANY,142.24,1/11/2019,2019Q1,7940.44,23995.95,9625.25,713.86,2596.26,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.77,59.24,51.44,-0.172097979
VLO,VALERO ENERGY CORPORATION,77.42,1/10/2019,2019Q1,7946.79,24001.92,9624.7,717.04,2596.64,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.62,60.47,52.42,-0.158693247
XOM,EXXON MOBIL CORPORATION,72.05,1/10/2019,2019Q1,7946.79,24001.92,9624.7,717.04,2596.64,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.62,60.47,52.42,-0.158693247
MPC,MARATHON PETROLEUM CORPORATION,63.63,1/10/2019,2019Q1,7946.79,24001.92,9624.7,717.04,2596.64,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.62,60.47,52.42,-0.158693247
OXY,OCCIDENTAL PETROLEUM CORPORATION,66.19,1/10/2019,2019Q1,7946.79,24001.92,9624.7,717.04,2596.64,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.62,60.47,52.42,-0.158693247
CVX,CHEVRON CORPORATION,113.45,1/10/2019,2019Q1,7946.79,24001.92,9624.7,717.04,2596.64,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.62,60.47,52.42,-0.158693247
PSX,PHILLIPS 66,92.94,1/10/2019,2019Q1,7946.79,24001.92,9624.7,717.04,2596.64,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.62,60.47,52.42,-0.158693247
COP,CONOCOPHILLIPS,67.94,1/10/2019,2019Q1,7946.79,24001.92,9624.7,717.04,2596.64,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.62,60.47,52.42,-0.158693247
MRO,MARATHON OIL CORPORATION,16.35,1/10/2019,2019Q1,7946.79,24001.92,9624.7,717.04,2596.64,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.62,60.47,52.42,-0.158693247
BP,BP P.L.C.,40.7,1/10/2019,2019Q1,7946.79,24001.92,9624.7,717.04,2596.64,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.62,60.47,52.42,-0.158693247
PXD,PIONEER NATURAL RESOURCES COMPANY,145.24,1/10/2019,2019Q1,7946.79,24001.92,9624.7,717.04,2596.64,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.62,60.47,52.42,-0.158693247
VLO,VALERO ENERGY CORPORATION,77.29,1/9/2019,2019Q1,7897.68,23879.12,9583.25,707.29,2584.96,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.59,59.46,52.19,-0.200582753
XOM,EXXON MOBIL CORPORATION,72.42,1/9/2019,2019Q1,7897.68,23879.12,9583.25,707.29,2584.96,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.59,59.46,52.19,-0.200582753
MPC,MARATHON PETROLEUM CORPORATION,64.22,1/9/2019,2019Q1,7897.68,23879.12,9583.25,707.29,2584.96,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.59,59.46,52.19,-0.200582753
OXY,OCCIDENTAL PETROLEUM CORPORATION,65.78,1/9/2019,2019Q1,7897.68,23879.12,9583.25,707.29,2584.96,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.59,59.46,52.19,-0.200582753
CVX,CHEVRON CORPORATION,113.27,1/9/2019,2019Q1,7897.68,23879.12,9583.25,707.29,2584.96,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.59,59.46,52.19,-0.200582753
PSX,PHILLIPS 66,91.99,1/9/2019,2019Q1,7897.68,23879.12,9583.25,707.29,2584.96,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.59,59.46,52.19,-0.200582753
COP,CONOCOPHILLIPS,66.45,1/9/2019,2019Q1,7897.68,23879.12,9583.25,707.29,2584.96,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.59,59.46,52.19,-0.200582753
MRO,MARATHON OIL CORPORATION,16.07,1/9/2019,2019Q1,7897.68,23879.12,9583.25,707.29,2584.96,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.59,59.46,52.19,-0.200582753
BP,BP P.L.C.,40.36,1/9/2019,2019Q1,7897.68,23879.12,9583.25,707.29,2584.96,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.59,59.46,52.19,-0.200582753
PXD,PIONEER NATURAL RESOURCES COMPANY,145.81,1/9/2019,2019Q1,7897.68,23879.12,9583.25,707.29,2584.96,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.59,59.46,52.19,-0.200582753
VLO,VALERO ENERGY CORPORATION,77.36,1/8/2019,2019Q1,7857.45,23787.45,9447.85,711.43,2574.41,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.78,56.91,49.58,-0.162561579
XOM,EXXON MOBIL CORPORATION,72.04,1/8/2019,2019Q1,7857.45,23787.45,9447.85,711.43,2574.41,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.78,56.91,49.58,-0.162561579
MPC,MARATHON PETROLEUM CORPORATION,62.87,1/8/2019,2019Q1,7857.45,23787.45,9447.85,711.43,2574.41,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.78,56.91,49.58,-0.162561579
OXY,OCCIDENTAL PETROLEUM CORPORATION,64.99,1/8/2019,2019Q1,7857.45,23787.45,9447.85,711.43,2574.41,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.78,56.91,49.58,-0.162561579
CVX,CHEVRON CORPORATION,111.77,1/8/2019,2019Q1,7857.45,23787.45,9447.85,711.43,2574.41,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.78,56.91,49.58,-0.162561579
PSX,PHILLIPS 66,91.39,1/8/2019,2019Q1,7857.45,23787.45,9447.85,711.43,2574.41,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.78,56.91,49.58,-0.162561579
COP,CONOCOPHILLIPS,64.32,1/8/2019,2019Q1,7857.45,23787.45,9447.85,711.43,2574.41,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.78,56.91,49.58,-0.162561579
MRO,MARATHON OIL CORPORATION,15.48,1/8/2019,2019Q1,7857.45,23787.45,9447.85,711.43,2574.41,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.78,56.91,49.58,-0.162561579
BP,BP P.L.C.,40.03,1/8/2019,2019Q1,7857.45,23787.45,9447.85,711.43,2574.41,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.78,56.91,49.58,-0.162561579
PXD,PIONEER NATURAL RESOURCES COMPANY,142.2,1/8/2019,2019Q1,7857.45,23787.45,9447.85,711.43,2574.41,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.78,56.91,49.58,-0.162561579
VLO,VALERO ENERGY CORPORATION,77.09,1/7/2019,2019Q1,7763.19,23531.35,9296.23,704.45,2549.69,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.86,57.1,48.27,-0.133647377
XOM,EXXON MOBIL CORPORATION,71.52,1/7/2019,2019Q1,7763.19,23531.35,9296.23,704.45,2549.69,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.86,57.1,48.27,-0.133647377
MPC,MARATHON PETROLEUM CORPORATION,62.26,1/7/2019,2019Q1,7763.19,23531.35,9296.23,704.45,2549.69,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.86,57.1,48.27,-0.133647377
OXY,OCCIDENTAL PETROLEUM CORPORATION,64.48,1/7/2019,2019Q1,7763.19,23531.35,9296.23,704.45,2549.69,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.86,57.1,48.27,-0.133647377
CVX,CHEVRON CORPORATION,112.26,1/7/2019,2019Q1,7763.19,23531.35,9296.23,704.45,2549.69,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.86,57.1,48.27,-0.133647377
PSX,PHILLIPS 66,91.47,1/7/2019,2019Q1,7763.19,23531.35,9296.23,704.45,2549.69,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.86,57.1,48.27,-0.133647377
COP,CONOCOPHILLIPS,63.47,1/7/2019,2019Q1,7763.19,23531.35,9296.23,704.45,2549.69,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.86,57.1,48.27,-0.133647377
MRO,MARATHON OIL CORPORATION,15.62,1/7/2019,2019Q1,7763.19,23531.35,9296.23,704.45,2549.69,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.86,57.1,48.27,-0.133647377
BP,BP P.L.C.,40.16,1/7/2019,2019Q1,7763.19,23531.35,9296.23,704.45,2549.69,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.86,57.1,48.27,-0.133647377
PXD,PIONEER NATURAL RESOURCES COMPANY,142.32,1/7/2019,2019Q1,7763.19,23531.35,9296.23,704.45,2549.69,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.86,57.1,48.27,-0.133647377
VLO,VALERO ENERGY CORPORATION,77.01,1/4/2019,2019Q1,7741.12,23433.16,9225.02,711.91,2531.94,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.91,55.64,47.76,-0.189389537
XOM,EXXON MOBIL CORPORATION,71.15,1/4/2019,2019Q1,7741.12,23433.16,9225.02,711.91,2531.94,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.91,55.64,47.76,-0.189389537
MPC,MARATHON PETROLEUM CORPORATION,61.65,1/4/2019,2019Q1,7741.12,23433.16,9225.02,711.91,2531.94,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.91,55.64,47.76,-0.189389537
OXY,OCCIDENTAL PETROLEUM CORPORATION,63.21,1/4/2019,2019Q1,7741.12,23433.16,9225.02,711.91,2531.94,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.91,55.64,47.76,-0.189389537
CVX,CHEVRON CORPORATION,110.82,1/4/2019,2019Q1,7741.12,23433.16,9225.02,711.91,2531.94,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.91,55.64,47.76,-0.189389537
PSX,PHILLIPS 66,90.84,1/4/2019,2019Q1,7741.12,23433.16,9225.02,711.91,2531.94,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.91,55.64,47.76,-0.189389537
COP,CONOCOPHILLIPS,63.75,1/4/2019,2019Q1,7741.12,23433.16,9225.02,711.91,2531.94,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.91,55.64,47.76,-0.189389537
MRO,MARATHON OIL CORPORATION,15.41,1/4/2019,2019Q1,7741.12,23433.16,9225.02,711.91,2531.94,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.91,55.64,47.76,-0.189389537
BP,BP P.L.C.,40.03,1/4/2019,2019Q1,7741.12,23433.16,9225.02,711.91,2531.94,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.91,55.64,47.76,-0.189389537
PXD,PIONEER NATURAL RESOURCES COMPANY,139.29,1/4/2019,2019Q1,7741.12,23433.16,9225.02,711.91,2531.94,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.91,55.64,47.76,-0.189389537
VLO,VALERO ENERGY CORPORATION,74.2,1/3/2019,2019Q1,7504.21,22686.22,8881.49,701.55,2447.89,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.77,53.23,46.92,-0.176037486
XOM,EXXON MOBIL CORPORATION,68.62,1/3/2019,2019Q1,7504.21,22686.22,8881.49,701.55,2447.89,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.77,53.23,46.92,-0.176037486
MPC,MARATHON PETROLEUM CORPORATION,58.77,1/3/2019,2019Q1,7504.21,22686.22,8881.49,701.55,2447.89,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.77,53.23,46.92,-0.176037486
OXY,OCCIDENTAL PETROLEUM CORPORATION,61.24,1/3/2019,2019Q1,7504.21,22686.22,8881.49,701.55,2447.89,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.77,53.23,46.92,-0.176037486
CVX,CHEVRON CORPORATION,108.57,1/3/2019,2019Q1,7504.21,22686.22,8881.49,701.55,2447.89,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.77,53.23,46.92,-0.176037486
PSX,PHILLIPS 66,86.9,1/3/2019,2019Q1,7504.21,22686.22,8881.49,701.55,2447.89,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.77,53.23,46.92,-0.176037486
COP,CONOCOPHILLIPS,62.18,1/3/2019,2019Q1,7504.21,22686.22,8881.49,701.55,2447.89,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.77,53.23,46.92,-0.176037486
MRO,MARATHON OIL CORPORATION,14.62,1/3/2019,2019Q1,7504.21,22686.22,8881.49,701.55,2447.89,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.77,53.23,46.92,-0.176037486
BP,BP P.L.C.,38.81,1/3/2019,2019Q1,7504.21,22686.22,8881.49,701.55,2447.89,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.77,53.23,46.92,-0.176037486
PXD,PIONEER NATURAL RESOURCES COMPANY,134.73,1/3/2019,2019Q1,7504.21,22686.22,8881.49,701.55,2447.89,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,0.77,53.23,46.92,-0.176037486
VLO,VALERO ENERGY CORPORATION,75.56,1/2/2019,2019Q1,7701.2,23346.24,9202.47,701.04,2510.03,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,1.22,54.06,46.31,-0.153352356
XOM,EXXON MOBIL CORPORATION,69.69,1/2/2019,2019Q1,7701.2,23346.24,9202.47,701.04,2510.03,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,1.22,54.06,46.31,-0.153352356
MPC,MARATHON PETROLEUM CORPORATION,59.64,1/2/2019,2019Q1,7701.2,23346.24,9202.47,701.04,2510.03,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,1.22,54.06,46.31,-0.153352356
OXY,OCCIDENTAL PETROLEUM CORPORATION,62,1/2/2019,2019Q1,7701.2,23346.24,9202.47,701.04,2510.03,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,1.22,54.06,46.31,-0.153352356
CVX,CHEVRON CORPORATION,110.69,1/2/2019,2019Q1,7701.2,23346.24,9202.47,701.04,2510.03,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,1.22,54.06,46.31,-0.153352356
PSX,PHILLIPS 66,88.12,1/2/2019,2019Q1,7701.2,23346.24,9202.47,701.04,2510.03,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,1.22,54.06,46.31,-0.153352356
COP,CONOCOPHILLIPS,63.38,1/2/2019,2019Q1,7701.2,23346.24,9202.47,701.04,2510.03,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,1.22,54.06,46.31,-0.153352356
MRO,MARATHON OIL CORPORATION,14.72,1/2/2019,2019Q1,7701.2,23346.24,9202.47,701.04,2510.03,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,1.22,54.06,46.31,-0.153352356
BP,BP P.L.C.,38.59,1/2/2019,2019Q1,7701.2,23346.24,9202.47,701.04,2510.03,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,1.22,54.06,46.31,-0.153352356
PXD,PIONEER NATURAL RESOURCES COMPANY,134.3,1/2/2019,2019Q1,7701.2,23346.24,9202.47,701.04,2510.03,,,,,,,20452,1,2019,69.99,11.31,9.37,2.71,2.59,1.22,54.06,46.31,-0.153352356
VLO,VALERO ENERGY CORPORATION,74.97,12/31/2018,2018Q4,7710.44,23327.46,9170.4,712.93,2506.85,,,,,,,20303.61,12,2018,64.57,11.24,9,2.83,2.69,0.74,,,-0.130472639
XOM,EXXON MOBIL CORPORATION,68.19,12/31/2018,2018Q4,7710.44,23327.46,9170.4,712.93,2506.85,,,,,,,20303.61,12,2018,64.57,11.24,9,2.83,2.69,0.74,,,-0.130472639
MPC,MARATHON PETROLEUM CORPORATION,59.01,12/31/2018,2018Q4,7710.44,23327.46,9170.4,712.93,2506.85,,,,,,,20303.61,12,2018,64.57,11.24,9,2.83,2.69,0.74,,,-0.130472639
OXY,OCCIDENTAL PETROLEUM CORPORATION,61.38,12/31/2018,2018Q4,7710.44,23327.46,9170.4,712.93,2506.85,,,,,,,20303.61,12,2018,64.57,11.24,9,2.83,2.69,0.74,,,-0.130472639
CVX,CHEVRON CORPORATION,108.79,12/31/2018,2018Q4,7710.44,23327.46,9170.4,712.93,2506.85,,,,,,,20303.61,12,2018,64.57,11.24,9,2.83,2.69,0.74,,,-0.130472639
PSX,PHILLIPS 66,86.15,12/31/2018,2018Q4,7710.44,23327.46,9170.4,712.93,2506.85,,,,,,,20303.61,12,2018,64.57,11.24,9,2.83,2.69,0.74,,,-0.130472639
COP,CONOCOPHILLIPS,62.35,12/31/2018,2018Q4,7710.44,23327.46,9170.4,712.93,2506.85,,,,,,,20303.61,12,2018,64.57,11.24,9,2.83,2.69,0.74,,,-0.130472639
MRO,MARATHON OIL CORPORATION,14.34,12/31/2018,2018Q4,7710.44,23327.46,9170.4,712.93,2506.85,,,,,,,20303.61,12,2018,64.57,11.24,9,2.83,2.69,0.74,,,-0.130472639
BP,BP P.L.C.,37.92,12/31/2018,2018Q4,7710.44,23327.46,9170.4,712.93,2506.85,,,,,,,20303.61,12,2018,64.57,11.24,9,2.83,2.69,0.74,,,-0.130472639
PXD,PIONEER NATURAL RESOURCES COMPANY,131.52,12/31/2018,2018Q4,7710.44,23327.46,9170.4,712.93,2506.85,,,,,,,20303.61,12,2018,64.57,11.24,9,2.83,2.69,0.74,,,-0.130472639
VLO,VALERO ENERGY CORPORATION,73.48,12/28/2018,2018Q4,7643.97,23062.4,9109.13,711.94,2485.74,,,,,,,20303.61,12,2018,64.57,11.24,9,2.83,2.69,0.89,50.57,45.15,-0.130696204
XOM,EXXON MOBIL CORPORATION,68.17,12/28/2018,2018Q4,7643.97,23062.4,9109.13,711.94,2485.74,,,,,,,20303.61,12,2018,64.57,11.24,9,2.83,2.69,0.89,50.57,45.15,-0.130696204
MPC,MARATHON PETROLEUM CORPORATION,58.24,12/28/2018,2018Q4,7643.97,23062.4,9109.13,711.94,2485.74,,,,,,,20303.61,12,2018,64.57,11.24,9,2.83,2.69,0.89,50.57,45.15,-0.130696204
OXY,OCCIDENTAL PETROLEUM CORPORATION,60.47,12/28/2018,2018Q4,7643.97,23062.4,9109.13,711.94,2485.74,,,,,,,20303.61,12,2018,64.57,11.24,9,2.83,2.69,0.89,50.57,45.15,-0.130696204
CVX,CHEVRON CORPORATION,108.65,12/28/2018,2018Q4,7643.97,23062.4,9109.13,711.94,2485.74,,,,,,,20303.61,12,2018,64.57,11.24,9,2.83,2.69,0.89,50.57,45.15,-0.130696204
PSX,PHILLIPS 66,84.96,12/28/2018,2018Q4,7643.97,23062.4,9109.13,711.94,2485.74,,,,,,,20303.61,12,2018,64.57,11.24,9,2.83,2.69,0.89,50.57,45.15,-0.130696204
COP,CONOCOPHILLIPS,61.67,12/28/2018,2018Q4,7643.97,23062.4,9109.13,711.94,2485.74,,,,,,,20303.61,12,2018,64.57,11.24,9,2.83,2.69,0.89,50.57,45.15,-0.130696204
MRO,MARATHON OIL CORPORATION,14.08,12/28/2018,2018Q4,7643.97,23062.4,9109.13,711.94,2485.74,,,,,,,20303.61,12,2018,64.57,11.24,9,2.83,2.69,0.89,50.57,45.15,-0.130696204
BP,BP P.L.C.,38.13,12/28/2018,2018Q4,7643.97,23062.4,9109.13,711.94,2485.74,,,,,,,20303.61,12,2018,64.57,11.24,9,2.83,2.69,0.89,50.57,45.15,-0.130696204
PXD,PIONEER NATURAL RESOURCES COMPANY,130.51,12/28/2018,2018Q4,7643.97,23062.4,9109.13,711.94,2485.74,,,,,,,20303.61,12,2018,64.57,11.24,9,2.83,2.69,0.89,50.57,45.15,-0.130696204
VLO,VALERO ENERGY CORPORATION,74.63,12/27/2018,2018Q4,7666.84,23138.82,9154.24,710.89,2488.83,,,,,,,20303.61,12,2018,64.57,11.24,9,2.83,2.69,1.04,51.49,44.48,-0.129599058
XOM,EXXON MOBIL CORPORATION,68.94,12/27/2018,2018Q4,7666.84,23138.82,9154.24,710.89,2488.83,,,,,,,20303.61,12,2018,64.57,11.24,9,2.83,2.69,1.04,51.49,44.48,-0.129599058
MPC,MARATHON PETROLEUM CORPORATION,59.1,12/27/2018,2018Q4,7666.84,23138.82,9154.24,710.89,2488.83,,,,,,,20303.61,12,2018,64.57,11.24,9,2.83,2.69,1.04,51.49,44.48,-0.129599058
OXY,OCCIDENTAL PETROLEUM CORPORATION,60.76,12/27/2018,2018Q4,7666.84,23138.82,9154.24,710.89,2488.83,,,,,,,20303.61,12,2018,64.57,11.24,9,2.83,2.69,1.04,51.49,44.48,-0.129599058
CVX,CHEVRON CORPORATION,109.32,12/27/2018,2018Q4,7666.84,23138.82,9154.24,710.89,2488.83,,,,,,,20303.61,12,2018,64.57,11.24,9,2.83,2.69,1.04,51.49,44.48,-0.129599058
PSX,PHILLIPS 66,85.82,12/27/2018,2018Q4,7666.84,23138.82,9154.24,710.89,2488.83,,,,,,,20303.61,12,2018,64.57,11.24,9,2.83,2.69,1.04,51.49,44.48,-0.129599058
COP,CONOCOPHILLIPS,62.23,12/27/2018,2018Q4,7666.84,23138.82,9154.24,710.89,2488.83,,,,,,,20303.61,12,2018,64.57,11.24,9,2.83,2.69,1.04,51.49,44.48,-0.129599058
MRO,MARATHON OIL CORPORATION,14.29,12/27/2018,2018Q4,7666.84,23138.82,9154.24,710.89,2488.83,,,,,,,20303.61,12,2018,64.57,11.24,9,2.83,2.69,1.04,51.49,44.48,-0.129599058
BP,BP P.L.C.,37.73,12/27/2018,2018Q4,7666.84,23138.82,9154.24,710.89,2488.83,,,,,,,20303.61,12,2018,64.57,11.24,9,2.83,2.69,1.04,51.49,44.48,-0.129599058
